cap-diameter,stem-height,stem-width,date,cap-shape,cap-color,has-ring,ring-type,class
3.25,2.89,9.21,2020.05.16,x,y,f,f,e
3.86,6.51,4.45,2020.07.31,b,n,f,f,e
2.14,3.13,4.92,2020.04.02,x,o,f,f,p
3.9,5.56,3.13,2020.08.21,b,n,f,f,e
4.11,6.18,34.47,2020.01.19,o,w,t,f,p
8.96,6.62,16.69,2020.10.05,x,g,f,f,p
6.83,13.75,13.56,2020.12.18,x,n,f,f,e
16.67,23.63,19.32,2020.09.07,f,n,t,m,e
7.21,8.61,9.06,2020.06.30,x,n,t,,p
3.56,8.57,4.04,2020.10.20,f,n,f,f,p
2.77,0.0,0.0,2020.10.15,o,g,f,f,p
6.78,6.04,12.42,2020.09.18,x,y,t,g,e
1.97,9.33,2.83,2020.06.18,p,n,t,e,p
13.94,13.18,18.01,2020.04.10,f,n,t,l,e
2.78,5.61,6.32,2020.07.18,b,r,f,f,p
1.1,2.74,1.53,2020.12.09,b,w,f,f,e
7.77,11.82,16.7,2020.12.27,b,w,f,f,p
0.94,2.76,1.46,2020.05.23,x,w,f,f,p
5.18,4.11,13.69,2020.09.27,x,p,f,f,p
5.01,5.92,17.16,2020.12.29,f,n,f,f,e
3.5,10.61,2.71,2020.12.22,b,n,f,f,p
8.53,10.29,22.07,2020.06.10,x,u,f,f,p
6.62,5.93,11.51,2020.12.26,f,y,f,f,p
7.77,5.97,15.04,2020.11.02,f,y,f,f,e
2.79,3.67,3.4,2020.12.16,x,e,f,f,p
1.62,5.09,2.48,2020.10.24,x,n,f,f,e
5.47,3.65,11.91,2020.08.19,p,w,t,e,e
5.54,7.9,9.42,2020.10.12,x,e,t,z,p
7.93,5.09,13.03,2020.09.22,f,w,t,e,e
6.82,5.37,9.21,2020.03.21,s,n,f,f,e
6.34,4.31,8.13,2020.10.22,s,n,f,f,e
1.47,3.9,1.39,2020.02.06,b,n,f,f,p
2.6,4.0,5.44,2020.08.04,s,n,f,f,e
7.04,6.9,17.79,2020.09.09,x,e,f,f,p
0.61,2.99,2.28,2020.02.17,b,y,t,f,p
3.59,4.52,7.26,2020.06.24,f,u,f,f,p
1.76,5.45,2.54,2020.09.20,b,y,f,f,p
4.56,6.27,8.04,2020.03.11,x,n,f,f,e
4.4,5.92,31.14,2020.07.01,o,w,t,f,p
0.8,4.38,1.07,2020.09.13,x,n,f,f,p
4.91,5.95,10.68,2020.06.12,x,n,f,f,p
10.13,9.3,16.93,2020.10.23,x,n,t,l,e
5.79,5.64,13.09,2020.03.13,s,o,f,f,e
8.91,2.66,22.14,2020.07.01,o,n,f,f,p
4.59,6.82,4.36,2020.11.29,f,w,f,f,e
4.06,4.67,3.49,2020.04.05,f,w,t,e,p
5.42,5.12,4.28,2020.09.06,x,n,t,l,e
7.58,3.6,10.11,2020.03.02,s,w,f,f,e
1.41,5.82,1.83,2020.02.19,x,n,f,f,e
4.25,0.0,0.0,2020.05.19,o,n,f,f,p
6.66,5.93,14.82,2020.12.03,x,r,f,f,p
3.78,6.89,4.61,2020.12.06,f,n,f,f,p
5.17,6.25,5.71,2020.03.24,x,o,f,f,e
9.62,24.3,12.5,2020.10.15,p,w,t,e,e
11.03,8.22,27.96,2020.01.22,x,n,f,f,p
17.93,8.65,26.01,2020.06.20,x,n,f,f,e
6.39,5.09,9.55,2020.05.24,f,g,f,f,e
2.09,6.87,2.92,2020.08.12,c,y,f,f,p
43.47,4.28,17.66,2020.10.31,o,y,f,f,e
9.36,10.67,11.2,2020.07.06,x,w,f,f,p
3.54,4.56,3.03,2020.07.17,b,n,f,f,e
7.96,7.21,12.44,2020.07.02,x,e,f,f,e
6.58,13.84,8.62,2020.10.22,x,e,f,f,p
11.2,4.76,20.01,2020.09.25,f,b,t,f,e
4.48,7.09,11.67,2020.09.08,x,n,f,f,e
1.52,5.35,1.63,2020.03.25,c,n,f,f,e
6.69,5.99,9.51,2020.04.12,s,n,f,f,e
4.3,6.43,3.91,2020.05.08,f,y,f,f,e
7.36,6.03,8.75,2020.09.21,x,n,f,f,p
1.37,4.82,1.48,2020.08.19,b,n,f,f,p
4.44,4.69,10.6,2020.11.14,x,r,f,f,p
1.62,5.16,1.88,2020.07.05,b,n,f,f,p
5.27,5.92,13.9,2020.02.01,f,y,f,f,p
6.77,11.26,25.74,2020.09.16,x,g,f,f,e
7.76,5.58,7.01,2020.10.24,x,n,f,f,p
3.07,3.53,3.19,2020.03.20,f,w,f,f,p
4.49,6.12,7.53,2020.09.26,x,l,f,f,e
8.91,8.18,16.02,2020.12.04,x,y,t,,e
20.7,5.12,39.66,2020.11.25,f,k,f,f,p
7.99,12.37,11.52,2020.09.10,b,w,t,l,p
10.02,5.62,12.61,2020.02.26,s,o,t,f,p
13.06,7.58,17.74,2020.03.14,x,w,f,f,p
10.23,9.41,18.5,2020.07.16,p,n,t,l,e
1.68,3.74,3.4,2020.12.30,b,n,f,f,e
2.2,2.65,5.21,2020.01.21,x,o,f,f,p
4.24,5.72,28.2,2020.11.12,o,w,t,f,p
14.65,9.48,15.99,2020.04.09,x,n,t,,e
8.78,12.0,13.09,2020.02.14,b,w,t,e,p
4.36,8.34,8.17,2020.02.24,x,n,t,,e
52.41,5.47,25.02,2020.03.24,o,y,f,f,e
9.43,8.92,17.32,2020.03.11,x,n,t,p,e
1.07,5.9,1.14,2020.03.07,x,n,f,f,e
7.84,4.46,11.94,2020.09.18,f,n,t,l,e
2.68,2.54,7.04,2020.12.20,f,g,f,f,p
1.51,4.68,1.51,2020.11.11,c,n,f,f,e
2.42,8.35,2.75,2020.11.26,c,n,f,f,p
11.61,7.26,18.35,2020.06.07,x,n,f,f,p
6.31,5.46,12.82,2020.01.14,s,b,f,f,e
2.58,2.65,12.96,2020.04.19,o,g,f,f,p
6.97,5.31,6.86,2020.03.03,x,n,f,f,p
4.58,5.32,4.95,2020.07.19,f,y,f,f,p
6.99,4.23,9.65,2020.06.30,f,p,f,f,p
0.86,5.36,0.91,2020.03.30,f,e,f,f,e
13.96,4.95,25.2,2020.10.07,x,g,f,f,p
9.07,13.69,17.28,2020.09.28,p,n,f,f,p
8.26,7.55,16.57,2020.05.21,x,y,f,f,e
6.01,4.37,13.49,2020.05.10,x,n,t,r,e
3.37,3.48,8.77,2020.04.18,x,g,f,f,p
3.13,0.0,0.0,2020.12.29,o,g,f,f,p
9.29,17.11,11.47,2020.08.31,p,w,t,e,e
4.48,8.38,10.5,2020.05.26,x,n,t,,e
9.26,8.49,16.36,2020.01.21,x,n,t,p,e
7.34,13.59,8.81,2020.07.08,x,n,f,f,p
4.87,5.57,6.26,2020.04.03,x,n,t,r,e
5.42,6.55,5.61,2020.07.15,x,n,t,r,e
10.86,5.93,12.77,2020.01.25,x,r,f,f,p
9.69,6.93,15.6,2020.07.14,x,y,t,,e
3.5,5.02,6.82,2020.02.10,s,g,f,f,e
6.28,4.02,7.02,2020.06.05,s,y,f,f,p
7.54,3.55,8.43,2020.10.08,s,w,f,f,e
5.93,4.79,9.42,2020.08.25,x,n,f,f,e
8.59,9.98,26.18,2020.09.16,x,n,f,f,p
3.0,0.0,0.0,2020.03.25,o,g,f,f,p
45.67,6.0,31.51,2020.06.18,o,y,f,f,e
0.7,3.93,1.01,2020.08.28,x,n,f,f,p
3.86,4.09,3.0,2020.07.27,f,b,f,f,p
7.27,7.57,13.61,2020.05.28,s,p,t,f,p
1.52,3.89,1.37,2020.07.07,b,n,f,f,p
4.69,6.12,11.68,2020.05.11,c,y,f,f,p
1.66,5.38,2.08,2020.06.03,x,y,f,f,e
2.81,3.77,2.69,2020.12.15,s,w,f,f,p
0.75,3.51,0.77,2020.01.02,x,y,f,f,p
4.53,0.0,0.0,2020.06.15,o,g,t,f,p
7.86,6.77,9.62,2020.11.20,x,n,f,f,p
6.38,4.9,12.58,2020.02.22,x,e,f,f,e
0.85,4.4,0.97,2020.12.04,x,p,f,f,p
17.26,20.29,18.38,2020.05.14,p,w,t,m,e
1.22,3.72,5.18,2020.06.17,s,y,f,f,p
7.31,5.55,7.51,2020.03.02,x,n,f,f,p
12.12,19.44,12.46,2020.04.26,f,w,t,e,e
9.49,4.09,20.15,2020.10.08,f,k,f,f,p
1.56,5.36,1.74,2020.06.24,x,n,f,f,e
17.58,7.54,27.29,2020.08.19,f,w,f,f,p
8.36,6.53,14.23,2020.09.25,x,n,f,f,e
13.01,6.44,16.09,2020.03.26,x,n,f,f,p
7.19,7.29,17.04,2020.05.22,x,y,f,f,e
3.29,3.97,7.0,2020.12.23,s,o,f,f,p
4.9,0.0,0.0,2020.12.04,o,w,f,f,p
1.66,5.11,2.5,2020.04.02,f,n,f,f,e
3.58,4.11,3.26,2020.02.18,f,n,f,f,p
3.53,6.17,8.64,2020.04.11,f,n,f,f,e
4.31,5.49,6.14,2020.06.10,x,y,f,f,p
1.71,5.06,1.52,2020.09.26,c,n,f,f,e
15.27,6.09,23.34,2020.12.14,x,k,f,f,e
6.21,5.65,6.02,2020.03.25,f,n,t,,p
0.66,4.05,0.97,2020.09.03,x,e,f,f,p
1.87,5.33,1.48,2020.06.21,c,n,f,f,e
0.74,4.06,1.05,2020.11.30,x,e,f,f,p
2.76,6.15,2.78,2020.07.10,b,n,f,f,e
3.44,3.91,3.07,2020.03.03,x,w,f,f,p
8.18,11.72,23.96,2020.11.03,x,g,f,f,e
4.82,7.02,12.6,2020.06.28,c,w,f,f,p
0.64,2.32,1.15,2020.01.28,b,g,f,f,e
13.7,9.82,17.58,2020.05.21,x,n,t,,e
12.05,6.92,25.55,2020.02.11,x,n,t,e,e
3.64,4.46,5.57,2020.10.07,x,n,t,r,e
4.51,5.69,19.49,2020.10.10,p,g,f,f,e
9.17,10.02,32.1,2020.12.08,x,n,f,f,p
9.19,8.5,15.75,2020.12.10,x,y,t,,e
1.56,5.51,1.92,2020.10.08,x,y,f,f,e
8.18,3.29,24.1,2020.07.28,o,e,f,f,p
4.66,6.85,4.38,2020.05.30,b,n,f,f,e
4.03,5.53,7.72,2020.01.05,x,y,f,f,p
7.16,6.65,11.73,2020.07.21,x,n,f,f,e
1.94,5.23,2.54,2020.04.12,f,n,f,f,e
9.03,6.52,21.41,2020.02.20,s,n,f,f,e
1.69,4.41,1.99,2020.01.16,b,g,f,f,p
7.5,9.99,11.64,2020.12.16,x,y,t,,p
6.87,9.21,11.89,2020.10.12,x,e,t,z,p
6.74,9.64,21.41,2020.03.02,x,g,f,f,e
10.13,12.8,24.85,2020.06.04,x,y,t,r,p
0.86,4.84,1.16,2020.01.25,f,o,f,f,p
4.23,6.6,6.39,2020.09.14,x,r,t,e,p
5.56,5.49,4.92,2020.05.26,x,g,t,l,e
9.46,4.98,19.31,2020.06.09,f,b,t,f,e
5.31,5.5,5.28,2020.06.21,s,e,f,f,p
10.32,8.66,27.55,2020.08.08,x,n,f,f,p
1.39,5.28,1.48,2020.11.19,x,n,f,f,e
7.98,6.79,9.51,2020.03.26,x,n,f,f,e
10.28,12.81,16.7,2020.08.02,x,n,f,f,p
8.83,6.9,17.71,2020.07.03,f,y,f,f,e
7.47,10.34,23.2,2020.09.03,x,n,f,f,e
1.79,6.69,2.47,2020.05.24,p,n,t,e,p
5.3,3.05,11.01,2020.09.15,x,p,f,f,p
6.99,7.68,14.81,2020.08.03,x,n,f,f,e
20.25,18.22,36.63,2020.07.17,x,n,f,f,e
3.89,4.97,9.12,2020.04.17,f,n,f,f,e
4.64,6.23,3.73,2020.03.12,f,y,f,f,e
6.71,6.21,11.27,2020.10.01,f,r,f,f,p
8.69,7.84,18.39,2020.09.30,f,e,f,f,e
9.41,9.92,11.32,2020.11.17,f,w,f,f,p
6.94,8.37,9.56,2020.02.26,x,n,f,f,p
7.0,6.23,10.66,2020.10.24,f,r,f,f,p
1.48,5.07,1.42,2020.04.14,c,n,f,f,e
2.75,3.43,15.32,2020.01.21,o,k,f,f,p
11.06,6.88,23.3,2020.01.11,x,l,f,f,e
3.68,5.12,6.29,2020.03.31,b,y,f,f,p
17.38,15.05,33.12,2020.11.25,p,n,f,f,e
6.38,5.79,6.26,2020.08.29,x,n,t,r,e
6.55,9.97,12.4,2020.08.01,p,n,t,z,p
13.27,5.24,25.84,2020.03.06,x,r,f,f,p
0.88,5.48,1.08,2020.02.12,c,e,f,f,e
6.96,10.33,6.51,2020.03.07,x,n,f,f,p
3.76,4.46,3.18,2020.11.02,f,w,f,f,p
8.25,7.96,20.46,2020.02.16,s,n,f,f,e
3.17,6.32,3.08,2020.03.25,b,n,f,f,e
2.38,3.17,3.46,2020.08.26,c,u,f,f,p
1.86,2.61,2.54,2020.10.12,x,n,f,f,p
7.73,15.16,7.79,2020.07.10,f,e,f,f,p
6.46,3.46,9.43,2020.03.03,x,w,f,f,e
2.52,6.12,2.83,2020.12.23,b,n,f,f,e
9.21,9.29,17.86,2020.09.05,p,n,t,l,e
3.83,8.21,8.86,2020.05.08,x,n,t,,e
52.25,8.41,36.28,2020.10.30,o,y,f,f,e
3.0,3.4,6.3,2020.08.28,f,o,f,f,p
6.93,11.04,16.76,2020.01.01,x,r,t,g,p
12.13,7.77,21.35,2020.11.30,x,y,f,f,e
4.15,5.44,6.64,2020.08.11,x,e,f,f,p
5.43,6.9,9.06,2020.07.14,x,w,f,f,e
3.0,4.6,4.36,2020.07.12,b,n,f,f,p
8.46,4.79,14.57,2020.01.27,x,u,f,f,e
14.94,24.71,16.55,2020.05.06,f,n,t,m,e
8.96,7.27,21.78,2020.12.31,x,y,f,f,p
2.2,3.21,2.29,2020.05.28,f,l,f,f,p
9.34,10.84,15.1,2020.08.23,f,r,t,p,p
4.84,3.17,5.17,2020.06.06,s,n,t,f,p
8.91,6.07,8.0,2020.11.25,x,n,f,f,p
5.35,4.97,3.47,2020.10.05,x,g,t,l,e
4.36,5.52,30.65,2020.04.01,o,w,t,f,p
2.39,4.41,6.53,2020.06.17,x,e,f,f,e
8.22,6.93,16.97,2020.04.15,x,l,f,f,e
11.19,6.23,13.54,2020.02.01,s,y,t,f,p
6.87,3.81,10.95,2020.06.03,s,o,t,f,p
3.17,4.0,2.7,2020.04.02,x,w,f,f,p
7.61,6.57,12.66,2020.01.30,x,g,f,f,e
7.88,7.96,13.64,2020.08.09,x,w,t,l,p
6.91,3.37,10.83,2020.02.26,x,k,f,f,e
4.46,3.33,11.95,2020.08.16,x,e,f,f,p
8.27,6.73,14.07,2020.09.14,x,y,t,,e
6.02,6.65,7.89,2020.10.15,s,e,f,f,p
8.76,8.38,16.33,2020.07.27,x,y,f,f,e
10.96,9.5,24.27,2020.11.25,s,g,f,f,e
5.85,5.62,7.93,2020.04.27,s,n,f,f,e
4.89,5.97,12.14,2020.11.15,x,n,f,f,e
1.47,4.73,1.52,2020.02.08,c,n,f,f,e
2.14,4.77,2.56,2020.12.10,f,l,f,f,p
10.2,4.56,17.54,2020.03.21,f,b,t,f,e
7.27,6.01,17.81,2020.05.07,x,e,f,f,p
6.57,5.89,16.1,2020.04.06,s,n,f,f,p
6.12,4.38,9.42,2020.10.11,f,p,f,f,p
1.18,3.47,1.55,2020.01.08,b,w,f,f,e
3.45,0.0,0.0,2020.04.28,o,g,f,f,p
20.14,5.81,39.53,2020.03.24,x,o,f,f,p
5.01,6.53,11.65,2020.01.16,c,y,f,f,p
14.88,8.92,16.46,2020.07.13,x,n,t,,e
13.73,2.78,17.45,2020.04.08,f,g,f,f,e
4.32,2.22,5.49,2020.01.02,s,o,f,f,p
3.19,4.9,3.63,2020.07.01,f,w,t,e,p
6.11,8.18,21.09,2020.09.10,x,y,f,f,e
3.52,4.4,3.71,2020.12.07,f,w,f,f,p
8.36,4.75,13.71,2020.09.23,s,r,f,f,p
8.1,8.8,12.75,2020.03.10,f,n,f,f,e
8.06,3.48,8.83,2020.01.08,s,w,f,f,e
11.76,5.18,24.49,2020.07.03,s,w,f,f,e
4.98,4.84,7.36,2020.11.11,s,u,f,f,p
1.42,4.88,1.59,2020.10.05,b,n,f,f,p
3.0,3.33,2.6,2020.04.05,s,w,f,f,p
9.14,9.48,20.46,2020.10.08,x,u,f,f,p
3.35,7.39,4.12,2020.11.06,x,n,f,f,p
4.73,5.35,11.03,2020.01.29,f,y,f,f,p
8.01,8.96,8.67,2020.10.22,x,n,t,z,p
54.64,6.19,41.67,2020.08.02,o,y,f,f,e
7.73,10.55,12.62,2020.08.30,x,r,t,p,p
4.71,3.56,7.3,2020.10.31,s,n,f,f,e
8.44,9.89,10.46,2020.06.05,f,n,f,f,p
1.93,5.75,2.41,2020.03.15,p,n,t,e,p
12.28,10.79,13.3,2020.09.29,f,n,t,g,p
8.14,10.54,21.17,2020.01.17,x,g,f,f,p
8.75,5.33,12.58,2020.04.20,s,y,t,f,p
6.77,11.92,6.63,2020.01.27,f,n,f,f,p
6.21,6.85,8.43,2020.04.06,b,e,f,f,p
7.43,6.91,13.52,2020.03.07,f,y,f,f,p
8.49,13.26,26.72,2020.06.14,x,g,f,f,e
5.95,5.0,8.39,2020.06.28,s,n,f,f,e
5.57,5.22,6.28,2020.02.29,x,n,t,r,e
4.25,8.03,8.39,2020.09.19,x,y,t,z,p
1.39,4.76,2.31,2020.07.18,x,n,f,f,p
2.99,3.62,15.41,2020.03.02,o,k,f,f,p
23.16,19.03,74.53,2020.10.22,p,n,f,f,e
3.17,5.02,6.76,2020.04.11,f,n,f,f,e
9.28,10.0,12.75,2020.08.28,x,w,f,f,p
7.11,5.31,12.84,2020.01.21,f,w,t,e,e
1.66,4.73,1.56,2020.10.22,b,n,f,f,p
4.57,4.27,7.12,2020.07.23,f,n,f,f,e
3.84,4.43,9.21,2020.07.26,x,o,f,f,e
7.55,1.55,16.73,2020.09.09,o,y,f,f,p
2.79,6.76,2.87,2020.02.06,b,n,f,f,e
2.16,6.73,3.47,2020.06.07,b,o,f,f,p
8.18,7.97,20.56,2020.02.22,s,n,f,f,e
8.44,4.28,15.11,2020.08.06,x,u,f,f,e
23.08,6.39,47.1,2020.06.20,x,n,f,f,p
9.11,7.04,15.16,2020.12.28,f,w,t,l,e
3.17,3.85,2.73,2020.07.18,f,w,f,f,p
6.86,5.69,6.68,2020.09.26,x,n,t,,p
3.38,5.46,5.87,2020.01.27,f,n,f,f,e
6.75,6.53,6.67,2020.09.01,x,n,t,r,e
9.59,6.68,24.38,2020.06.05,x,n,t,e,e
3.49,6.15,4.53,2020.03.03,b,n,f,f,p
8.57,8.72,19.61,2020.05.27,x,n,f,f,p
2.93,4.76,3.24,2020.11.05,f,b,f,f,p
3.95,0.0,0.0,2020.10.11,o,y,t,f,p
3.86,5.39,7.21,2020.11.29,x,o,f,f,e
15.56,17.28,16.99,2020.11.20,f,o,t,p,p
7.76,4.26,13.03,2020.08.26,f,n,f,f,p
12.63,3.55,30.86,2020.07.25,x,n,f,f,p
11.18,7.66,24.12,2020.04.06,s,y,f,f,e
5.92,7.01,6.78,2020.08.06,s,n,f,f,p
15.0,24.46,20.15,2020.06.11,f,w,t,m,e
3.9,9.49,5.05,2020.07.09,f,n,f,f,p
2.7,3.53,2.42,2020.03.28,x,w,f,f,p
7.33,1.69,15.9,2020.06.27,o,r,f,f,p
2.57,2.81,5.47,2020.03.30,x,o,f,f,p
3.44,4.1,15.69,2020.11.27,o,k,f,f,p
5.2,6.81,5.29,2020.03.06,x,o,f,f,e
14.18,10.59,19.19,2020.11.10,x,n,t,,e
4.43,8.47,3.97,2020.10.12,x,n,f,f,p
1.25,3.14,1.69,2020.10.19,b,g,f,f,e
10.91,9.14,17.54,2020.07.28,x,n,t,l,e
4.15,7.82,7.71,2020.04.23,x,n,t,,e
6.39,11.96,11.51,2020.07.10,x,n,f,f,e
5.26,7.08,14.36,2020.07.18,x,n,f,f,e
3.32,8.44,2.64,2020.01.29,b,g,f,f,p
11.16,7.7,11.01,2020.06.23,x,n,f,f,e
10.03,6.27,18.25,2020.04.19,s,p,f,f,e
5.56,5.72,9.92,2020.04.30,f,n,f,f,p
6.56,6.85,11.66,2020.01.26,x,n,f,f,e
8.52,4.18,10.18,2020.06.27,f,p,f,f,p
4.65,4.03,13.63,2020.11.11,x,e,f,f,p
13.26,15.24,66.9,2020.05.03,x,n,f,f,e
3.97,4.38,5.44,2020.11.30,x,e,f,f,p
10.64,5.82,24.66,2020.11.27,s,w,f,f,e
12.43,5.78,16.54,2020.07.29,x,w,f,f,p
18.54,6.67,26.37,2020.04.22,f,w,f,f,p
10.55,9.41,19.69,2020.07.03,x,n,t,p,e
7.77,5.47,15.75,2020.01.25,s,y,f,f,e
4.33,10.55,7.45,2020.10.05,b,y,t,z,p
3.48,5.74,4.46,2020.10.19,b,n,f,f,p
3.01,3.77,2.53,2020.04.19,f,b,f,f,p
2.34,7.25,4.13,2020.06.10,f,n,f,f,e
2.25,6.56,2.48,2020.12.29,p,n,t,e,p
10.58,6.53,20.11,2020.01.26,f,n,f,f,e
14.8,8.64,29.11,2020.08.07,x,n,f,f,p
1.27,3.53,5.37,2020.11.25,x,y,f,f,p
6.85,7.08,13.53,2020.09.30,p,g,f,f,e
5.4,6.19,6.73,2020.04.05,b,o,f,f,p
3.69,5.99,7.14,2020.10.22,x,n,f,f,e
7.5,10.68,24.72,2020.09.28,x,g,f,f,e
15.36,9.81,16.91,2020.03.31,x,n,t,,e
4.91,5.21,9.82,2020.12.26,x,y,f,f,e
1.68,5.01,2.74,2020.04.26,f,g,f,f,e
6.56,5.81,16.49,2020.03.13,x,n,f,f,p
3.62,3.65,5.47,2020.01.27,x,o,t,z,p
7.31,7.11,8.15,2020.08.26,x,y,t,z,p
7.14,6.16,18.09,2020.06.28,f,n,f,f,e
10.27,7.52,10.57,2020.07.19,x,n,f,f,e
3.66,6.81,4.62,2020.08.10,b,n,f,f,p
0.8,4.2,0.9,2020.09.17,x,o,f,f,p
8.62,12.12,29.42,2020.08.25,x,n,f,f,p
9.28,3.79,27.0,2020.12.12,o,e,f,f,p
13.55,8.04,25.47,2020.12.06,s,n,f,f,e
8.65,12.31,16.86,2020.04.08,b,n,f,f,p
5.08,4.26,7.42,2020.09.07,f,n,f,f,e
7.62,5.87,13.15,2020.10.16,s,o,t,f,p
3.78,5.75,6.99,2020.07.25,f,n,f,f,e
19.68,17.93,73.92,2020.09.13,x,n,f,f,e
4.64,6.1,8.89,2020.08.11,f,n,f,f,e
2.0,4.44,2.32,2020.01.27,s,n,f,f,e
3.78,6.25,36.95,2020.12.07,o,w,t,f,p
15.4,4.66,23.42,2020.12.28,x,n,f,f,p
9.08,12.84,16.26,2020.03.06,x,n,f,f,p
3.12,4.05,6.05,2020.04.27,s,o,f,f,p
9.63,8.02,21.41,2020.03.25,x,g,f,f,e
3.66,4.79,3.61,2020.05.17,f,b,f,f,p
4.29,6.54,8.34,2020.04.08,f,n,f,f,e
17.48,7.28,31.04,2020.09.29,x,w,f,f,p
6.39,5.0,11.18,2020.07.08,x,y,f,f,e
12.79,9.52,32.44,2020.05.25,x,y,f,f,p
4.99,5.27,5.3,2020.03.29,x,n,t,r,e
4.66,3.76,6.5,2020.01.08,x,n,f,f,e
7.56,7.41,7.96,2020.09.30,x,y,t,z,p
8.61,8.45,15.61,2020.07.16,p,n,t,p,p
10.98,7.47,18.49,2020.06.12,s,o,f,f,e
3.84,7.82,8.62,2020.02.13,x,n,t,,e
2.38,4.83,3.14,2020.12.12,f,n,f,f,e
6.82,10.19,10.85,2020.11.08,f,w,t,e,e
3.3,3.68,2.52,2020.10.16,x,w,f,f,p
5.02,10.08,6.23,2020.03.08,b,n,t,,p
5.56,5.21,8.96,2020.04.06,f,n,f,f,e
8.0,6.69,13.31,2020.02.23,f,o,f,f,e
2.46,5.73,3.14,2020.06.29,b,y,f,f,p
4.02,0.0,0.0,2020.03.16,o,n,t,f,p
1.61,2.32,2.66,2020.08.01,x,y,f,f,p
22.92,4.81,33.03,2020.08.31,f,k,f,f,p
2.02,2.72,4.8,2020.10.27,x,w,f,f,e
3.76,5.54,3.38,2020.12.10,x,y,f,f,e
3.43,0.0,0.0,2020.01.11,o,g,t,f,p
9.92,5.03,16.01,2020.01.15,x,u,f,f,e
0.62,4.13,0.91,2020.05.25,x,n,f,f,p
15.27,17.17,16.97,2020.12.31,f,e,t,p,p
5.17,6.19,5.41,2020.05.31,s,e,f,f,p
5.74,7.68,10.62,2020.04.27,x,e,t,z,p
4.74,6.16,7.53,2020.11.24,x,o,f,f,p
3.36,3.43,2.42,2020.02.22,x,w,f,f,p
4.77,6.3,4.74,2020.03.14,f,y,f,f,p
15.94,15.03,58.45,2020.08.06,p,n,f,f,e
7.72,6.11,9.75,2020.12.05,f,n,f,f,e
8.71,7.01,18.56,2020.02.01,x,y,f,f,e
4.41,0.0,0.0,2020.10.27,o,r,t,f,p
0.74,4.12,0.87,2020.08.08,x,e,f,f,p
10.41,7.85,22.2,2020.02.20,x,y,f,f,e
12.6,5.93,24.31,2020.10.26,s,w,f,f,e
25.43,14.24,65.93,2020.06.06,p,n,f,f,e
4.88,4.96,6.9,2020.03.09,x,n,f,f,p
2.3,5.47,3.05,2020.08.16,b,w,f,f,p
8.51,15.55,17.71,2020.04.25,b,w,f,f,p
14.51,10.14,18.25,2020.03.19,x,n,t,,e
5.84,5.27,7.77,2020.03.03,s,n,f,f,e
4.71,10.14,11.22,2020.09.20,x,n,f,f,e
15.42,2.68,15.43,2020.09.19,f,l,f,f,e
3.61,8.95,6.53,2020.05.14,b,n,t,,p
2.19,6.97,3.11,2020.09.25,s,n,f,f,e
7.37,7.25,12.11,2020.11.03,x,n,f,f,e
2.92,3.72,5.25,2020.08.18,x,p,f,f,e
6.82,7.38,13.97,2020.10.04,x,w,t,l,p
7.22,4.52,12.66,2020.08.31,s,r,f,f,p
4.87,3.76,13.05,2020.05.29,x,e,f,f,p
1.02,3.95,2.71,2020.08.17,b,y,t,f,p
4.93,5.33,8.0,2020.12.12,s,n,f,f,e
3.32,4.88,5.38,2020.10.01,x,e,f,f,p
5.54,8.06,9.65,2020.08.30,x,e,t,z,p
8.75,4.71,16.39,2020.08.13,x,k,f,f,e
10.95,2.28,12.28,2020.11.17,f,w,f,f,e
7.12,8.26,8.81,2020.04.11,x,e,f,f,p
6.59,6.52,16.63,2020.08.03,f,y,f,f,p
3.43,5.47,5.92,2020.07.22,b,u,f,f,p
3.17,3.49,8.72,2020.04.26,x,y,f,f,e
7.95,6.2,12.89,2020.11.18,x,e,f,f,e
6.44,13.39,12.55,2020.03.27,x,n,f,f,e
4.5,6.29,9.87,2020.03.27,x,n,t,z,p
1.48,5.32,2.46,2020.10.10,f,g,f,f,e
5.05,6.95,9.65,2020.06.22,x,n,f,f,e
10.09,12.2,15.64,2020.10.02,x,n,f,f,p
4.05,4.38,3.4,2020.03.30,x,n,f,f,p
8.22,10.88,19.42,2020.12.04,x,o,t,r,p
1.1,2.7,1.45,2020.08.03,x,w,f,f,p
6.15,4.42,12.59,2020.08.19,f,n,t,l,e
7.22,5.28,16.71,2020.02.20,x,y,f,f,e
6.01,7.81,9.32,2020.12.27,x,e,t,z,p
13.54,5.83,32.78,2020.07.04,s,n,f,f,p
3.32,3.69,2.99,2020.03.25,f,w,f,f,p
3.86,0.0,0.0,2020.09.17,o,o,t,f,p
19.64,6.07,34.02,2020.06.30,f,n,f,f,p
7.37,8.43,19.41,2020.01.31,x,g,f,f,p
9.65,5.95,23.22,2020.06.06,s,w,f,f,e
6.29,6.63,7.8,2020.11.17,x,e,f,f,p
5.52,7.29,8.2,2020.01.08,b,k,f,f,p
1.42,4.78,2.47,2020.06.19,x,g,f,f,e
3.12,6.17,7.27,2020.05.08,s,n,f,f,e
10.33,5.26,23.7,2020.12.10,s,w,f,f,e
4.34,5.31,3.48,2020.07.03,f,g,f,f,e
12.59,10.5,18.6,2020.01.19,x,n,t,g,e
9.78,2.3,13.48,2020.09.19,f,g,f,f,e
